Activity Period,Operating Airline,Operating Airline IATA Code,GEO Region,Terminal,Boarding Area,Passenger Count,Year,Month
200507,ATA Airlines,TZ,US,Terminal 1,B,27271,2005,July
200507,ATA Airlines,TZ,US,Terminal 1,B,29131,2005,July
200507,ATA Airlines,TZ,US,Terminal 1,B,5415,2005,July
200507,Air Canada ,AC,Canada,Terminal 1,B,35156,2005,July
200507,Air Canada ,AC,Canada,Terminal 1,B,34090,2005,July
200507,Air China,CA,Asia,International,G,6263,2005,July
200507,Air China,CA,Asia,International,G,5500,2005,July
200507,Air France,AF,Europe,International,A,12050,2005,July
200507,Air France,AF,Europe,International,A,11638,2005,July
200507,Air New Zealand,NZ,Australia / Oceania,International,G,4998,2005,July
200507,Air New Zealand,NZ,Australia / Oceania,International,G,4962,2005,July
200507,AirTran Airways,FL,US,International,A,8055,2005,July
200507,AirTran Airways,FL,US,International,A,7984,2005,July
200507,Alaska Airlines,AS,US,International,A,36641,2005,July
200507,Alaska Airlines,AS,US,International,A,39379,2005,July
200507,Alaska Airlines,AS,US,International,A,3678,2005,July
200507,Alaska Airlines,AS,Canada,International,A,7977,2005,July
200507,Alaska Airlines,AS,Canada,International,A,8837,2005,July
200507,Alaska Airlines,AS,Mexico,International,A,6969,2005,July
200507,Alaska Airlines,AS,Mexico,International,A,10046,2005,July
200507,Alaska Airlines,AS,Mexico,International,A,2266,2005,July
200507,All Nippon Airways,NH,Asia,International,G,6545,2005,July
200507,All Nippon Airways,NH,Asia,International,G,6094,2005,July
200507,American Airlines,AA,US,Terminal 3,E,166577,2005,July
200507,American Airlines,AA,US,Terminal 3,E,160890,2005,July
200507,American Eagle Airlines,MQ,US,Terminal 3,E,5493,2005,July
200507,American Eagle Airlines,MQ,US,Terminal 3,E,5213,2005,July
200507,Asiana Airlines,OZ,Asia,International,A,5041,2005,July
200507,Asiana Airlines,OZ,Asia,International,A,4744,2005,July
200507,Atlantic Southeast Airlines,EV,US,Terminal 1,C,1552,2005,July
200507,Atlantic Southeast Airlines,EV,US,Terminal 1,C,1484,2005,July
200507,BelAir Airlines,4T,Europe,International,A,325,2005,July
200507,BelAir Airlines,4T,Europe,International,A,545,2005,July
200507,British Airways,BA,Europe,International,A,20632,2005,July
200507,British Airways,BA,Europe,International,A,21686,2005,July
200507,Cathay Pacific,CX,Asia,International,A,11010,2005,July
200507,Cathay Pacific,CX,Asia,International,A,9628,2005,July
200507,China Airlines,CI,Asia,International,A,13638,2005,July
200507,China Airlines,CI,Asia,International,A,11255,2005,July
200507,Delta Air Lines,DL,US,Terminal 1,C,97510,2005,July
200507,Delta Air Lines,DL,US,Terminal 1,C,93791,2005,July
200507,EVA Airways,BR,Asia,International,G,14142,2005,July
200507,EVA Airways,BR,Asia,International,G,12132,2005,July
200507,Frontier Airlines,F9,US,Terminal 1,B,19234,2005,July
200507,Frontier Airlines,F9,US,Terminal 1,B,18368,2005,July
200507,Hawaiian Airlines,HA,US,Terminal 1,C,7579,2005,July
200507,Hawaiian Airlines,HA,US,Terminal 1,C,7658,2005,July
200507,Horizon Air ,QX,US,Terminal 1,B,5284,2005,July
200507,Horizon Air ,QX,US,Terminal 1,B,5257,2005,July
200507,Icelandair,FI,Europe,International,A,4540,2005,July
200507,Icelandair,FI,Europe,International,A,4341,2005,July
200507,Independence Air,DH,US,International,A,10843,2005,July
200507,Independence Air,DH,US,International,A,10967,2005,July
200507,Japan Airlines,JL,Asia,International,A,9195,2005,July
200507,Japan Airlines,JL,Asia,International,A,9086,2005,July
200507,KLM Royal Dutch Airlines,KL,Europe,International,A,9978,2005,July
200507,KLM Royal Dutch Airlines,KL,Europe,International,A,9587,2005,July
200507,Korean Air Lines,KE,Asia,International,A,6153,2005,July
200507,Korean Air Lines,KE,Asia,International,A,5646,2005,July
200507,Lufthansa German Airlines,LH,Europe,International,G,22389,2005,July
200507,Lufthansa German Airlines,LH,Europe,International,G,20511,2005,July
200507,Mesa Airlines,YV,US,Terminal 1,B,2636,2005,July
200507,Mesa Airlines,YV,US,Terminal 1,B,2535,2005,July
200507,Mexicana Airlines,MX,Mexico,International,G,7751,2005,July
200507,Mexicana Airlines,MX,Mexico,International,G,7845,2005,July
200507,Midwest Airlines,YX,US,Terminal 1,A,1797,2005,July
200507,Midwest Airlines,YX,US,Terminal 1,A,3238,2005,July
200507,Northwest Airlines,NW,US,Terminal 1,C,64231,2005,July
200507,Northwest Airlines,NW,US,Terminal 1,C,62049,2005,July
200507,Northwest Airlines,NW,Asia,International,A,7229,2005,July
200507,Northwest Airlines,NW,Asia,International,A,6554,2005,July
200507,Philippine Airlines,PR,Asia,International,A,12828,2005,July
200507,Philippine Airlines,PR,Asia,International,A,10269,2005,July
200507,Singapore Airlines,SQ,Asia,International,G,19211,2005,July
200507,Singapore Airlines,SQ,Asia,International,G,17462,2005,July
200507,SkyWest Airlines,OO,US,Terminal 1,C,7262,2005,July
200507,SkyWest Airlines,OO,US,Terminal 1,C,6586,2005,July
200507,SkyWest Airlines,OO,US,Terminal 3,F,103279,2005,July
200507,SkyWest Airlines,OO,US,Terminal 3,F,102023,2005,July
200507,SkyWest Airlines,OO,Canada,Terminal 3,F,3688,2005,July
200507,SkyWest Airlines,OO,Canada,Terminal 3,F,3633,2005,July
200507,Sun Country Airlines,SY,US,Terminal 1,B,4827,2005,July
200507,Sun Country Airlines,SY,US,Terminal 1,B,4784,2005,July
200507,TACA,TA,Central America,International,G,6324,2005,July
200507,TACA,TA,Central America,International,G,7031,2005,July
200507,US Airways,US ,US,Terminal 1,A,46042,2005,July
200507,US Airways,US ,US,Terminal 1,A,45553,2005,July
200507,US Airways,US ,US,Terminal 1,B,38951,2005,July
200507,US Airways,US ,US,Terminal 1,B,37848,2005,July
200507,United Airlines,UA,US,Terminal 1,B,62178,2005,July
200507,United Airlines,UA,US,Terminal 1,B,60939,2005,July
200507,United Airlines - Pre 07/01/2013,UA,US,Terminal 3,E,58767,2005,July
200507,United Airlines - Pre 07/01/2013,UA,US,Terminal 3,E,58277,2005,July
200507,United Airlines - Pre 07/01/2013,UA,US,Terminal 3,F,443656,2005,July
200507,United Airlines - Pre 07/01/2013,UA,US,Terminal 3,F,421802,2005,July
200507,United Airlines - Pre 07/01/2013,UA,US,Terminal 3,F,11388,2005,July
200507,United Airlines - Pre 07/01/2013,UA,Asia,International,G,77658,2005,July
200507,United Airlines - Pre 07/01/2013,UA,Asia,International,G,68278,2005,July
200507,United Airlines - Pre 07/01/2013,UA,Asia,International,G,3953,2005,July
200507,United Airlines - Pre 07/01/2013,UA,Australia / Oceania,International,G,8603,2005,July
200507,United Airlines - Pre 07/01/2013,UA,Australia / Oceania,International,G,8234,2005,July
200507,United Airlines - Pre 07/01/2013,UA,Australia / Oceania,International,G,1385,2005,July
200507,United Airlines - Pre 07/01/2013,UA,Canada,Terminal 3,F,12874,2005,July
200507,United Airlines - Pre 07/01/2013,UA,Canada,Terminal 3,F,12085,2005,July
200507,United Airlines - Pre 07/01/2013,UA,Canada,Terminal 3,F,10,2005,July
200507,United Airlines - Pre 07/01/2013,UA,Europe,International,G,30796,2005,July
200507,United Airlines - Pre 07/01/2013,UA,Europe,International,G,29283,2005,July
200507,United Airlines - Pre 07/01/2013,UA,Europe,International,G,888,2005,July
200507,United Airlines - Pre 07/01/2013,UA,Mexico,International,G,9537,2005,July
200507,United Airlines - Pre 07/01/2013,UA,Mexico,International,G,9672,2005,July
200507,United Airlines - Pre 07/01/2013,UA,Mexico,International,G,45,2005,July
200507,Virgin Atlantic,VS,Europe,International,A,11684,2005,July
200507,Virgin Atlantic,VS,Europe,International,A,10771,2005,July
200507,WestJet Airlines,WS,Canada,International,A,2480,2005,July
200507,WestJet Airlines,WS,Canada,International,A,2211,2005,July
200508,ATA Airlines,TZ,US,Terminal 1,B,27472,2005,August
200508,ATA Airlines,TZ,US,Terminal 1,B,26535,2005,August
200508,ATA Airlines,TZ,US,Terminal 1,B,5712,2005,August
200508,Air Canada ,AC,Canada,Terminal 1,B,34878,2005,August
200508,Air Canada ,AC,Canada,Terminal 1,B,34105,2005,August
200508,Air China,CA,Asia,International,G,4204,2005,August
200508,Air China,CA,Asia,International,G,3923,2005,August
200508,Air France,AF,Europe,International,A,11230,2005,August
200508,Air France,AF,Europe,International,A,11731,2005,August
200508,Air New Zealand,NZ,Australia / Oceania,International,G,4672,2005,August
200508,Air New Zealand,NZ,Australia / Oceania,International,G,4006,2005,August
200508,AirTran Airways,FL,US,International,A,7796,2005,August
200508,AirTran Airways,FL,US,International,A,7737,2005,August
200508,Alaska Airlines,AS,US,International,A,40431,2005,August
200508,Alaska Airlines,AS,US,International,A,39595,2005,August
200508,Alaska Airlines,AS,US,International,A,1902,2005,August
200508,Alaska Airlines,AS,Canada,International,A,8901,2005,August
200508,Alaska Airlines,AS,Canada,International,A,9020,2005,August
200508,Alaska Airlines,AS,Mexico,International,A,7541,2005,August
200508,Alaska Airlines,AS,Mexico,International,A,9333,2005,August
200508,Alaska Airlines,AS,Mexico,International,A,1902,2005,August
200508,All Nippon Airways,NH,Asia,International,G,6739,2005,August
200508,All Nippon Airways,NH,Asia,International,G,5966,2005,August
200508,American Airlines,AA,US,Terminal 3,E,162064,2005,August
200508,American Airlines,AA,US,Terminal 3,E,157700,2005,August
200508,American Eagle Airlines,MQ,US,Terminal 3,E,5233,2005,August
200508,American Eagle Airlines,MQ,US,Terminal 3,E,4866,2005,August
200508,Asiana Airlines,OZ,Asia,International,A,4099,2005,August
200508,Asiana Airlines,OZ,Asia,International,A,3376,2005,August
200508,Atlantic Southeast Airlines,EV,US,Terminal 1,C,1735,2005,August
200508,Atlantic Southeast Airlines,EV,US,Terminal 1,C,1560,2005,August
200508,BelAir Airlines,4T,Europe,International,A,353,2005,August
200508,BelAir Airlines,4T,Europe,International,A,751,2005,August
200508,Boeing Company,,US,Other,Other,18,2005,August
200508,British Airways,BA,Europe,International,A,20312,2005,August
200508,British Airways,BA,Europe,International,A,20084,2005,August
200508,Cathay Pacific,CX,Asia,International,A,11753,2005,August
200508,Cathay Pacific,CX,Asia,International,A,9050,2005,August
200508,China Airlines,CI,Asia,International,A,14610,2005,August
200508,China Airlines,CI,Asia,International,A,10972,2005,August
200508,Delta Air Lines,DL,US,Terminal 1,C,97343,2005,August
200508,Delta Air Lines,DL,US,Terminal 1,C,97160,2005,August
200508,EVA Airways,BR,Asia,International,G,13524,2005,August
200508,EVA Airways,BR,Asia,International,G,11950,2005,August
200508,Frontier Airlines,F9,US,Terminal 1,B,17109,2005,August
200508,Frontier Airlines,F9,US,Terminal 1,B,17186,2005,August
200508,Hawaiian Airlines,HA,US,Terminal 1,C,7923,2005,August
200508,Hawaiian Airlines,HA,US,Terminal 1,C,7751,2005,August
200508,Horizon Air ,QX,US,Terminal 1,B,5572,2005,August
200508,Horizon Air ,QX,US,Terminal 1,B,5268,2005,August
200508,Icelandair,FI,Europe,International,A,4691,2005,August
200508,Icelandair,FI,Europe,International,A,4355,2005,August
200508,Independence Air,DH,US,International,A,9191,2005,August
200508,Independence Air,DH,US,International,A,9850,2005,August
200508,Japan Airlines,JL,Asia,International,A,9296,2005,August
200508,Japan Airlines,JL,Asia,International,A,7913,2005,August
200508,KLM Royal Dutch Airlines,KL,Europe,International,A,9666,2005,August
200508,KLM Royal Dutch Airlines,KL,Europe,International,A,9881,2005,August
200508,Korean Air Lines,KE,Asia,International,A,8856,2005,August
200508,Korean Air Lines,KE,Asia,International,A,7164,2005,August
200508,Lufthansa German Airlines,LH,Europe,International,G,21512,2005,August
200508,Lufthansa German Airlines,LH,Europe,International,G,21881,2005,August
200508,Mesa Airlines,YV,US,Terminal 1,B,2725,2005,August
200508,Mesa Airlines,YV,US,Terminal 1,B,2546,2005,August
200508,Mexicana Airlines,MX,Mexico,International,G,7156,2005,August
200508,Mexicana Airlines,MX,Mexico,International,G,5946,2005,August
200508,Midwest Airlines,YX,US,Terminal 1,A,1552,2005,August
200508,Midwest Airlines,YX,US,Terminal 1,A,3382,2005,August
200508,Northwest Airlines,NW,US,Terminal 1,C,56501,2005,August
200508,Northwest Airlines,NW,US,Terminal 1,C,56674,2005,August
200508,Northwest Airlines,NW,Asia,International,A,7107,2005,August
200508,Northwest Airlines,NW,Asia,International,A,6522,2005,August
200508,Philippine Airlines,PR,Asia,International,A,12856,2005,August
200508,Philippine Airlines,PR,Asia,International,A,8718,2005,August
200508,Singapore Airlines,SQ,Asia,International,G,19192,2005,August
200508,Singapore Airlines,SQ,Asia,International,G,17118,2005,August
200508,SkyWest Airlines,OO,US,Terminal 1,C,7052,2005,August
200508,SkyWest Airlines,OO,US,Terminal 1,C,6652,2005,August
200508,SkyWest Airlines,OO,US,Terminal 3,F,102899,2005,August
200508,SkyWest Airlines,OO,US,Terminal 3,F,103188,2005,August
200508,SkyWest Airlines,OO,Canada,Terminal 3,F,3672,2005,August
200508,SkyWest Airlines,OO,Canada,Terminal 3,F,3570,2005,August
200508,Sun Country Airlines,SY,US,Terminal 1,B,4720,2005,August
200508,Sun Country Airlines,SY,US,Terminal 1,B,4717,2005,August
200508,TACA,TA,Central America,International,G,7357,2005,August
200508,TACA,TA,Central America,International,G,5128,2005,August
200508,US Airways,US ,US,Terminal 1,A,42622,2005,August
200508,US Airways,US ,US,Terminal 1,A,44508,2005,August
200508,US Airways,US ,US,Terminal 1,B,40712,2005,August
200508,US Airways,US ,US,Terminal 1,B,40322,2005,August
200508,United Airlines,UA,US,Terminal 1,B,61872,2005,August
200508,United Airlines,UA,US,Terminal 1,B,61768,2005,August
200508,United Airlines - Pre 07/01/2013,UA,US,Terminal 3,E,55842,2005,August
200508,United Airlines - Pre 07/01/2013,UA,US,Terminal 3,E,27930,2005,August
200508,United Airlines - Pre 07/01/2013,UA,US,Terminal 3,E,56087,2005,August
200508,United Airlines - Pre 07/01/2013,UA,US,Terminal 3,E,26098,2005,August
200508,United Airlines - Pre 07/01/2013,UA,US,Terminal 3,E,676,2005,August
200508,United Airlines - Pre 07/01/2013,UA,US,Terminal 3,F,420430,2005,August
200508,United Airlines - Pre 07/01/2013,UA,US,Terminal 3,F,398135,2005,August
200508,United Airlines - Pre 07/01/2013,UA,US,Terminal 3,F,11585,2005,August
200508,United Airlines - Pre 07/01/2013,UA,Asia,International,G,79131,2005,August
200508,United Airlines - Pre 07/01/2013,UA,Asia,International,G,68861,2005,August
200508,United Airlines - Pre 07/01/2013,UA,Asia,International,G,4059,2005,August
200508,United Airlines - Pre 07/01/2013,UA,Australia / Oceania,International,G,8903,2005,August
200508,United Airlines - Pre 07/01/2013,UA,Australia / Oceania,International,G,7874,2005,August
200508,United Airlines - Pre 07/01/2013,UA,Australia / Oceania,International,G,1475,2005,August
200508,United Airlines - Pre 07/01/2013,UA,Canada,Terminal 3,F,13895,2005,August
200508,United Airlines - Pre 07/01/2013,UA,Canada,Terminal 3,F,12145,2005,August
200508,United Airlines - Pre 07/01/2013,UA,Europe,International,G,29236,2005,August
200508,United Airlines - Pre 07/01/2013,UA,Europe,International,G,29920,2005,August
200508,United Airlines - Pre 07/01/2013,UA,Europe,International,G,863,2005,August
200508,United Airlines - Pre 07/01/2013,UA,Mexico,International,G,9397,2005,August
200508,United Airlines - Pre 07/01/2013,UA,Mexico,International,G,9275,2005,August
200508,United Airlines - Pre 07/01/2013,UA,Mexico,International,G,78,2005,August
200508,Virgin Atlantic,VS,Europe,International,A,10685,2005,August
200508,Virgin Atlantic,VS,Europe,International,A,11072,2005,August
200508,WestJet Airlines,WS,Canada,International,A,2300,2005,August
200508,WestJet Airlines,WS,Canada,International,A,2251,2005,August
200509,ATA Airlines,TZ,US,Terminal 1,B,17341,2005,September
200509,ATA Airlines,TZ,US,Terminal 1,B,18541,2005,September
200509,ATA Airlines,TZ,US,Terminal 1,B,4412,2005,September
200509,Air Canada ,AC,Canada,Terminal 1,B,24473,2005,September
200509,Air Canada ,AC,Canada,Terminal 1,B,26120,2005,September
200509,Air China,CA,Asia,International,G,4416,2005,September
200509,Air China,CA,Asia,International,G,4568,2005,September
200509,Air France,AF,Europe,International,A,10731,2005,September
200509,Air France,AF,Europe,International,A,11337,2005,September
200509,Air New Zealand,NZ,Australia / Oceania,International,G,4565,2005,September
200509,Air New Zealand,NZ,Australia / Oceania,International,G,4295,2005,September
200509,AirTran Airways,FL,US,International,A,7057,2005,September
200509,AirTran Airways,FL,US,International,A,6806,2005,September
200509,Alaska Airlines,AS,US,International,A,31117,2005,September
200509,Alaska Airlines,AS,US,International,A,33742,2005,September
200509,Alaska Airlines,AS,US,International,A,3843,2005,September
200509,Alaska Airlines,AS,Canada,International,A,6635,2005,September
200509,Alaska Airlines,AS,Canada,International,A,7783,2005,September
200509,Alaska Airlines,AS,Canada,International,A,161,2005,September
200509,Alaska Airlines,AS,Mexico,International,A,5446,2005,September
200509,Alaska Airlines,AS,Mexico,International,A,7674,2005,September
200509,Alaska Airlines,AS,Mexico,International,A,1504,2005,September
200509,All Nippon Airways,NH,Asia,International,G,5875,2005,September
200509,All Nippon Airways,NH,Asia,International,G,5960,2005,September
200509,American Airlines,AA,US,Terminal 3,E,135043,2005,September
200509,American Airlines,AA,US,Terminal 3,E,135944,2005,September
200509,American Eagle Airlines,MQ,US,Terminal 3,E,4240,2005,September
200509,American Eagle Airlines,MQ,US,Terminal 3,E,4166,2005,September
200509,Asiana Airlines,OZ,Asia,International,A,4792,2005,September
200509,Asiana Airlines,OZ,Asia,International,A,5140,2005,September
200509,BelAir Airlines,4T,Europe,International,A,108,2005,September
200509,BelAir Airlines,4T,Europe,International,A,315,2005,September
200509,British Airways,BA,Europe,International,A,20455,2005,September
200509,British Airways,BA,Europe,International,A,20635,2005,September
200509,Cathay Pacific,CX,Asia,International,A,8370,2005,September
200509,Cathay Pacific,CX,Asia,International,A,9874,2005,September
200509,China Airlines,CI,Asia,International,A,9154,2005,September
200509,China Airlines,CI,Asia,International,A,9486,2005,September
200509,Delta Air Lines,DL,US,Terminal 1,C,17291,2005,September
200509,Delta Air Lines,DL,US,Terminal 1,C,68347,2005,September
200509,Delta Air Lines,DL,US,Terminal 1,C,17453,2005,September
200509,Delta Air Lines,DL,US,Terminal 1,C,67160,2005,September
200509,EVA Airways,BR,Asia,International,G,9931,2005,September
200509,EVA Airways,BR,Asia,International,G,10752,2005,September
200509,Frontier Airlines,F9,US,Terminal 1,B,13426,2005,September
200509,Frontier Airlines,F9,US,Terminal 1,B,12989,2005,September
200509,Hawaiian Airlines,HA,US,Terminal 1,C,7735,2005,September
200509,Hawaiian Airlines,HA,US,Terminal 1,C,7624,2005,September
200509,Horizon Air ,QX,US,Terminal 1,B,4648,2005,September
200509,Horizon Air ,QX,US,Terminal 1,B,4401,2005,September
200509,Icelandair,FI,Europe,International,A,1996,2005,September
200509,Icelandair,FI,Europe,International,A,1677,2005,September
200509,Independence Air,DH,US,International,A,5218,2005,September
200509,Independence Air,DH,US,International,A,5503,2005,September
200509,Japan Airlines,JL,Asia,International,A,7087,2005,September
200509,Japan Airlines,JL,Asia,International,A,8264,2005,September
200509,KLM Royal Dutch Airlines,KL,Europe,International,A,9562,2005,September
200509,KLM Royal Dutch Airlines,KL,Europe,International,A,9513,2005,September
200509,Korean Air Lines,KE,Asia,International,A,4344,2005,September
200509,Korean Air Lines,KE,Asia,International,A,3448,2005,September
200509,Lufthansa German Airlines,LH,Europe,International,G,20535,2005,September
200509,Lufthansa German Airlines,LH,Europe,International,G,21379,2005,September
200509,Mesa Airlines,YV,US,Terminal 1,B,1781,2005,September
200509,Mesa Airlines,YV,US,Terminal 1,B,1751,2005,September
200509,Mexicana Airlines,MX,Mexico,International,G,3986,2005,September
200509,Mexicana Airlines,MX,Mexico,International,G,4823,2005,September
200509,Midwest Airlines,YX,US,Terminal 1,A,2913,2005,September
200509,Midwest Airlines,YX,US,Terminal 1,A,2867,2005,September
200509,Northwest Airlines,NW,US,Terminal 1,C,48138,2005,September
200509,Northwest Airlines,NW,US,Terminal 1,C,47061,2005,September
200509,Northwest Airlines,NW,Asia,International,A,5857,2005,September
200509,Northwest Airlines,NW,Asia,International,A,5615,2005,September
200509,Philippine Airlines,PR,Asia,International,A,8323,2005,September
200509,Philippine Airlines,PR,Asia,International,A,7875,2005,September
200509,Singapore Airlines,SQ,Asia,International,G,15259,2005,September
200509,Singapore Airlines,SQ,Asia,International,G,14251,2005,September
200509,SkyWest Airlines,OO,US,Terminal 1,C,6356,2005,September
200509,SkyWest Airlines,OO,US,Terminal 1,C,6666,2005,September
200509,SkyWest Airlines,OO,US,Terminal 3,F,96832,2005,September
200509,SkyWest Airlines,OO,US,Terminal 3,F,95008,2005,September
200509,SkyWest Airlines,OO,Canada,Terminal 3,F,3581,2005,September
200509,SkyWest Airlines,OO,Canada,Terminal 3,F,3457,2005,September
200509,Sun Country Airlines,SY,US,Terminal 1,B,3686,2005,September
200509,Sun Country Airlines,SY,US,Terminal 1,B,3592,2005,September
200509,TACA,TA,Central America,International,G,3790,2005,September
200509,TACA,TA,Central America,International,G,3529,2005,September
200509,US Airways,US ,US,Terminal 1,A,35942,2005,September
200509,US Airways,US ,US,Terminal 1,A,36632,2005,September
200509,US Airways,US ,US,Terminal 1,B,34782,2005,September
200509,US Airways,US ,US,Terminal 1,B,34761,2005,September
200509,United Airlines,UA,US,Terminal 1,B,50133,2005,September
200509,United Airlines,UA,US,Terminal 1,B,49094,2005,September
200509,United Airlines - Pre 07/01/2013,UA,US,Terminal 3,E,50351,2005,September
200509,United Airlines - Pre 07/01/2013,UA,US,Terminal 3,E,24678,2005,September
200509,United Airlines - Pre 07/01/2013,UA,US,Terminal 3,E,50235,2005,September
200509,United Airlines - Pre 07/01/2013,UA,US,Terminal 3,E,23767,2005,September
200509,United Airlines - Pre 07/01/2013,UA,US,Terminal 3,E,483,2005,September
200509,United Airlines - Pre 07/01/2013,UA,US,Terminal 3,F,357533,2005,September
200509,United Airlines - Pre 07/01/2013,UA,US,Terminal 3,F,360563,2005,September
200509,United Airlines - Pre 07/01/2013,UA,US,Terminal 3,F,8271,2005,September
200509,United Airlines - Pre 07/01/2013,UA,Asia,International,G,63027,2005,September
200509,United Airlines - Pre 07/01/2013,UA,Asia,International,G,62403,2005,September
200509,United Airlines - Pre 07/01/2013,UA,Asia,International,G,3163,2005,September
200509,United Airlines - Pre 07/01/2013,UA,Australia / Oceania,International,G,8048,2005,September
200509,United Airlines - Pre 07/01/2013,UA,Australia / Oceania,International,G,7750,2005,September
200509,United Airlines - Pre 07/01/2013,UA,Australia / Oceania,International,G,1264,2005,September
200509,United Airlines - Pre 07/01/2013,UA,Canada,Terminal 3,F,12095,2005,September
200509,United Airlines - Pre 07/01/2013,UA,Canada,Terminal 3,F,10220,2005,September
200509,United Airlines - Pre 07/01/2013,UA,Canada,Terminal 3,F,10,2005,September
200509,United Airlines - Pre 07/01/2013,UA,Europe,International,G,28093,2005,September
200509,United Airlines - Pre 07/01/2013,UA,Europe,International,G,29928,2005,September
200509,United Airlines - Pre 07/01/2013,UA,Europe,International,G,759,2005,September
200509,United Airlines - Pre 07/01/2013,UA,Mexico,International,G,5191,2005,September
200509,United Airlines - Pre 07/01/2013,UA,Mexico,International,G,5123,2005,September
200509,United Airlines - Pre 07/01/2013,UA,Mexico,International,G,96,2005,September
200509,Virgin Atlantic,VS,Europe,International,A,11084,2005,September
200509,Virgin Atlantic,VS,Europe,International,A,11623,2005,September
200509,WestJet Airlines,WS,Canada,International,A,2050,2005,September
200509,WestJet Airlines,WS,Canada,International,A,1997,2005,September
200510,ATA Airlines,TZ,US,Terminal 1,B,17698,2005,October
200510,ATA Airlines,TZ,US,Terminal 1,B,19983,2005,October
200510,ATA Airlines,TZ,US,Terminal 1,B,5754,2005,October
200510,Air Canada ,AC,Canada,Terminal 1,B,22176,2005,October
200510,Air Canada ,AC,Canada,Terminal 1,B,22780,2005,October
200510,Air China,CA,Asia,International,G,4329,2005,October
200510,Air China,CA,Asia,International,G,4715,2005,October
200510,Air France,AF,Europe,International,A,10515,2005,October
200510,Air France,AF,Europe,International,A,10796,2005,October
200510,Air New Zealand,NZ,Australia / Oceania,International,G,3178,2005,October
200510,Air New Zealand,NZ,Australia / Oceania,International,G,4766,2005,October
200510,AirTran Airways,FL,US,International,A,6680,2005,October
200510,AirTran Airways,FL,US,International,A,6999,2005,October
200510,Alaska Airlines,AS,US,International,A,29388,2005,October
200510,Alaska Airlines,AS,US,International,A,33214,2005,October
200510,Alaska Airlines,AS,US,International,A,4159,2005,October
200510,Alaska Airlines,AS,Canada,International,A,5168,2005,October
200510,Alaska Airlines,AS,Canada,International,A,6093,2005,October
200510,Alaska Airlines,AS,Canada,International,A,793,2005,October
200510,Alaska Airlines,AS,Mexico,International,A,5940,2005,October
200510,Alaska Airlines,AS,Mexico,International,A,9998,2005,October
200510,Alaska Airlines,AS,Mexico,International,A,2773,2005,October
200510,All Nippon Airways,NH,Asia,International,G,5669,2005,October
200510,All Nippon Airways,NH,Asia,International,G,6001,2005,October
200510,American Airlines,AA,US,Terminal 3,E,138090,2005,October
200510,American Airlines,AA,US,Terminal 3,E,138552,2005,October
200510,American Eagle Airlines,MQ,US,Terminal 3,E,4669,2005,October
200510,American Eagle Airlines,MQ,US,Terminal 3,E,4524,2005,October
200510,Asiana Airlines,OZ,Asia,International,A,4674,2005,October
200510,Asiana Airlines,OZ,Asia,International,A,5409,2005,October
200510,British Airways,BA,Europe,International,A,19453,2005,October
200510,British Airways,BA,Europe,International,A,18988,2005,October
200510,Cathay Pacific,CX,Asia,International,A,9571,2005,October
200510,Cathay Pacific,CX,Asia,International,A,11106,2005,October
200510,China Airlines,CI,Asia,International,A,8919,2005,October
200510,China Airlines,CI,Asia,International,A,10254,2005,October
200510,Delta Air Lines,DL,US,Terminal 1,C,21516,2005,October
200510,Delta Air Lines,DL,US,Terminal 1,C,62701,2005,October
200510,Delta Air Lines,DL,US,Terminal 1,C,20904,2005,October
200510,Delta Air Lines,DL,US,Terminal 1,C,63704,2005,October
200510,EVA Airways,BR,Asia,International,G,10122,2005,October
200510,EVA Airways,BR,Asia,International,G,11311,2005,October
200510,Frontier Airlines,F9,US,Terminal 1,B,12585,2005,October
200510,Frontier Airlines,F9,US,Terminal 1,B,12490,2005,October
200510,Hawaiian Airlines,HA,US,Terminal 1,C,7556,2005,October
200510,Hawaiian Airlines,HA,US,Terminal 1,C,6962,2005,October
200510,Horizon Air ,QX,US,Terminal 1,B,4470,2005,October
200510,Horizon Air ,QX,US,Terminal 1,B,4096,2005,October
200510,Icelandair,FI,Europe,International,A,809,2005,October
200510,Icelandair,FI,Europe,International,A,975,2005,October
200510,Independence Air,DH,US,International,A,4550,2005,October
200510,Independence Air,DH,US,International,A,4446,2005,October
200510,Japan Airlines,JL,Asia,International,A,7147,2005,October
200510,Japan Airlines,JL,Asia,International,A,7924,2005,October
200510,KLM Royal Dutch Airlines,KL,Europe,International,A,9383,2005,October
200510,KLM Royal Dutch Airlines,KL,Europe,International,A,9113,2005,October
200510,Korean Air Lines,KE,Asia,International,A,4115,2005,October
200510,Korean Air Lines,KE,Asia,International,A,3812,2005,October
200510,Lufthansa German Airlines,LH,Europe,International,G,20840,2005,October
200510,Lufthansa German Airlines,LH,Europe,International,G,19478,2005,October
200510,Mesa Airlines,YV,US,Terminal 1,B,1502,2005,October
200510,Mesa Airlines,YV,US,Terminal 1,B,1735,2005,October
200510,Mexicana Airlines,MX,Mexico,International,G,5011,2005,October
200510,Mexicana Airlines,MX,Mexico,International,G,7101,2005,October
200510,Miami Air International,GL,Canada,International,A,28,2005,October
200510,Midwest Airlines,YX,US,Terminal 1,A,1594,2005,October
200510,Midwest Airlines,YX,US,Terminal 1,A,2984,2005,October
200510,Northwest Airlines,NW,US,Terminal 1,C,46907,2005,October
