Activity Period,Operating Airline,Operating Airline IATA Code,GEO Region,Terminal,Boarding Area,Passenger Count,Year,Month
200804,American Airlines,AA,US,Terminal 3,E,134928,2008,April
200804,American Airlines,AA,US,Terminal 3,E,138279,2008,April
200804,American Eagle Airlines,MQ,US,Terminal 3,E,3446,2008,April
200804,American Eagle Airlines,MQ,US,Terminal 3,E,3301,2008,April
200804,Asiana Airlines,OZ,Asia,International,A,4757,2008,April
200804,Asiana Airlines,OZ,Asia,International,A,4133,2008,April
200804,British Airways,BA,Europe,International,A,16343,2008,April
200804,British Airways,BA,Europe,International,A,17031,2008,April
200804,Cathay Pacific,CX,Asia,International,A,16282,2008,April
200804,Cathay Pacific,CX,Asia,International,A,20370,2008,April
200804,China Airlines,CI,Asia,International,A,10678,2008,April
200804,China Airlines,CI,Asia,International,A,7988,2008,April
200804,Delta Air Lines,DL,US,Terminal 1,C,59063,2008,April
200804,Delta Air Lines,DL,US,Terminal 1,C,57099,2008,April
200804,EVA Airways,BR,Asia,International,G,13404,2008,April
200804,EVA Airways,BR,Asia,International,G,10588,2008,April
200804,ExpressJet Airlines,XE,US,Terminal 1,C,5469,2008,April
200804,ExpressJet Airlines,XE,US,Terminal 1,C,5462,2008,April
200804,Frontier Airlines,F9,US,Terminal 1,C,14963,2008,April
200804,Frontier Airlines,F9,US,Terminal 1,C,15204,2008,April
200804,Hawaiian Airlines,HA,US,Terminal 1,C,8194,2008,April
200804,Hawaiian Airlines,HA,US,Terminal 1,C,7879,2008,April
200804,Horizon Air ,QX,US,Terminal 1,B,3441,2008,April
200804,Horizon Air ,QX,US,Terminal 1,B,3470,2008,April
200804,Japan Airlines,JL,Asia,International,A,7397,2008,April
200804,Japan Airlines,JL,Asia,International,A,6289,2008,April
200804,JetBlue Airways ,B6,US,International,A,16586,2008,April
200804,JetBlue Airways ,B6,US,International,A,16579,2008,April
200804,KLM Royal Dutch Airlines,KL,Europe,International,A,10339,2008,April
200804,KLM Royal Dutch Airlines,KL,Europe,International,A,9562,2008,April
200804,Korean Air Lines,KE,Asia,International,A,3877,2008,April
200804,Korean Air Lines,KE,Asia,International,A,3048,2008,April
200804,Lufthansa German Airlines,LH,Europe,International,G,17152,2008,April
200804,Lufthansa German Airlines,LH,Europe,International,G,17072,2008,April
200804,Mexicana Airlines,MX,Mexico,International,G,7055,2008,April
200804,Mexicana Airlines,MX,Mexico,International,G,6763,2008,April
200804,Miami Air International,GL,US,International,A,136,2008,April
200804,Miami Air International,GL,US,International,A,164,2008,April
200804,Midwest Airlines,YX,US,Terminal 3,E,3460,2008,April
200804,Midwest Airlines,YX,US,Terminal 3,E,3643,2008,April
200804,Northwest Airlines,NW,US,Terminal 1,C,48593,2008,April
200804,Northwest Airlines,NW,US,Terminal 1,C,49088,2008,April
200804,Northwest Airlines,NW,Asia,International,A,6939,2008,April
200804,Northwest Airlines,NW,Asia,International,A,6028,2008,April
200804,Philippine Airlines,PR,Asia,International,A,13610,2008,April
200804,Philippine Airlines,PR,Asia,International,A,9592,2008,April
200804,Qantas Airways,QF,Australia / Oceania,International,A,6346,2008,April
200804,Qantas Airways,QF,Australia / Oceania,International,A,4541,2008,April
200804,Singapore Airlines,SQ,Asia,International,G,15508,2008,April
200804,Singapore Airlines,SQ,Asia,International,G,12141,2008,April
200804,SkyWest Airlines,OO,US,Terminal 1,C,7737,2008,April
200804,SkyWest Airlines,OO,US,Terminal 1,C,7729,2008,April
200804,SkyWest Airlines,OO,US,Terminal 3,F,77481,2008,April
200804,SkyWest Airlines,OO,US,Terminal 3,F,76127,2008,April
200804,SkyWest Airlines,OO,Canada,Terminal 3,F,7890,2008,April
200804,SkyWest Airlines,OO,Canada,Terminal 3,F,9004,2008,April
200804,Southwest Airlines,WN,US,Terminal 1,B,83803,2008,April
200804,Southwest Airlines,WN,US,Terminal 1,B,82895,2008,April
200804,Southwest Airlines,WN,US,Terminal 1,B,4,2008,April
200804,Sun Country Airlines,SY,US,Terminal 1,B,1948,2008,April
200804,Sun Country Airlines,SY,US,Terminal 1,B,2403,2008,April
200804,TACA,TA,Central America,International,A,4075,2008,April
200804,TACA,TA,Central America,International,A,3324,2008,April
200804,US Airways,US ,US,Terminal 1,B,68479,2008,April
200804,US Airways,US ,US,Terminal 1,B,70807,2008,April
200804,United Airlines,UA,US,Terminal 1,B,49942,2008,April
200804,United Airlines,UA,US,Terminal 1,B,49153,2008,April
200804,United Airlines - Pre 07/01/2013,UA,US,International,G,5863,2008,April
200804,United Airlines - Pre 07/01/2013,UA,US,International,G,1171,2008,April
200804,United Airlines - Pre 07/01/2013,UA,US,Terminal 3,E,24796,2008,April
200804,United Airlines - Pre 07/01/2013,UA,US,Terminal 3,E,24334,2008,April
200804,United Airlines - Pre 07/01/2013,UA,US,Terminal 3,E,389,2008,April
200804,United Airlines - Pre 07/01/2013,UA,US,Terminal 3,F,46870,2008,April
200804,United Airlines - Pre 07/01/2013,UA,US,Terminal 3,F,352456,2008,April
200804,United Airlines - Pre 07/01/2013,UA,US,Terminal 3,F,46054,2008,April
200804,United Airlines - Pre 07/01/2013,UA,US,Terminal 3,F,372378,2008,April
200804,United Airlines - Pre 07/01/2013,UA,US,Terminal 3,F,6645,2008,April
200804,United Airlines - Pre 07/01/2013,UA,Asia,International,G,74394,2008,April
200804,United Airlines - Pre 07/01/2013,UA,Asia,International,G,62493,2008,April
200804,United Airlines - Pre 07/01/2013,UA,Asia,International,G,2773,2008,April
200804,United Airlines - Pre 07/01/2013,UA,Australia / Oceania,International,G,7301,2008,April
200804,United Airlines - Pre 07/01/2013,UA,Australia / Oceania,International,G,4797,2008,April
200804,United Airlines - Pre 07/01/2013,UA,Australia / Oceania,International,G,312,2008,April
200804,United Airlines - Pre 07/01/2013,UA,Canada,Terminal 3,F,11579,2008,April
200804,United Airlines - Pre 07/01/2013,UA,Canada,Terminal 3,F,14693,2008,April
200804,United Airlines - Pre 07/01/2013,UA,Europe,International,G,29384,2008,April
200804,United Airlines - Pre 07/01/2013,UA,Europe,International,G,30113,2008,April
200804,United Airlines - Pre 07/01/2013,UA,Europe,International,G,639,2008,April
200804,United Airlines - Pre 07/01/2013,UA,Mexico,International,G,8789,2008,April
200804,United Airlines - Pre 07/01/2013,UA,Mexico,International,G,8266,2008,April
200804,United Airlines - Pre 07/01/2013,UA,Mexico,International,G,194,2008,April
200804,Virgin America,VX,US,International,A,73007,2008,April
200804,Virgin America,VX,US,International,A,73453,2008,April
200804,Virgin Atlantic,VS,Europe,International,A,9246,2008,April
200804,Virgin Atlantic,VS,Europe,International,A,9499,2008,April
200805,Aer Lingus,EI,Europe,International,A,4648,2008,May
200805,Aer Lingus,EI,Europe,International,A,5221,2008,May
200805,Air Canada ,AC,Canada,Terminal 3,E,22634,2008,May
200805,Air Canada ,AC,Canada,Terminal 3,E,22839,2008,May
200805,Air France,AF,Europe,International,A,11813,2008,May
200805,Air France,AF,Europe,International,A,12342,2008,May
200805,Air New Zealand,NZ,Australia / Oceania,International,G,8422,2008,May
200805,Air New Zealand,NZ,Australia / Oceania,International,G,6198,2008,May
200805,AirTran Airways,FL,US,Terminal 1,B,14016,2008,May
200805,AirTran Airways,FL,US,Terminal 1,B,13350,2008,May
200805,Alaska Airlines,AS,US,Terminal 1,B,41339,2008,May
200805,Alaska Airlines,AS,US,Terminal 1,B,44285,2008,May
200805,Alaska Airlines,AS,US,Terminal 1,B,3372,2008,May
200805,Alaska Airlines,AS,Canada,Terminal 1,B,7031,2008,May
200805,Alaska Airlines,AS,Canada,Terminal 1,B,9369,2008,May
200805,Alaska Airlines,AS,Canada,Terminal 1,B,935,2008,May
200805,Alaska Airlines,AS,Mexico,International,A,9362,2008,May
200805,Alaska Airlines,AS,Mexico,International,A,11352,2008,May
200805,Alaska Airlines,AS,Mexico,International,A,892,2008,May
200805,All Nippon Airways,NH,Asia,International,G,5832,2008,May
200805,All Nippon Airways,NH,Asia,International,G,5945,2008,May
200805,American Airlines,AA,US,Terminal 3,E,153119,2008,May
200805,American Airlines,AA,US,Terminal 3,E,150701,2008,May
200805,American Eagle Airlines,MQ,US,Terminal 3,E,3604,2008,May
200805,American Eagle Airlines,MQ,US,Terminal 3,E,3419,2008,May
200805,Ameriflight,A8,US,Other,Other,4,2008,May
200805,Asiana Airlines,OZ,Asia,International,A,4778,2008,May
200805,Asiana Airlines,OZ,Asia,International,A,4903,2008,May
200805,British Airways,BA,Europe,International,A,17387,2008,May
200805,British Airways,BA,Europe,International,A,19218,2008,May
200805,Cathay Pacific,CX,Asia,International,A,19394,2008,May
200805,Cathay Pacific,CX,Asia,International,A,20614,2008,May
200805,China Airlines,CI,Asia,International,A,10255,2008,May
200805,China Airlines,CI,Asia,International,A,10211,2008,May
200805,Delta Air Lines,DL,US,Terminal 1,C,63574,2008,May
200805,Delta Air Lines,DL,US,Terminal 1,C,61006,2008,May
200805,EVA Airways,BR,Asia,International,G,12101,2008,May
200805,EVA Airways,BR,Asia,International,G,12100,2008,May
200805,ExpressJet Airlines,XE,US,Terminal 1,C,5481,2008,May
200805,ExpressJet Airlines,XE,US,Terminal 1,C,5713,2008,May
200805,Frontier Airlines,F9,US,Terminal 1,C,16869,2008,May
200805,Frontier Airlines,F9,US,Terminal 1,C,16794,2008,May
200805,Hawaiian Airlines,HA,US,Terminal 1,C,7648,2008,May
200805,Hawaiian Airlines,HA,US,Terminal 1,C,7469,2008,May
200805,Horizon Air ,QX,US,Terminal 1,B,5305,2008,May
200805,Horizon Air ,QX,US,Terminal 1,B,4991,2008,May
200805,Japan Airlines,JL,Asia,International,A,6973,2008,May
200805,Japan Airlines,JL,Asia,International,A,8039,2008,May
200805,JetBlue Airways ,B6,US,International,A,23193,2008,May
200805,JetBlue Airways ,B6,US,International,A,22068,2008,May
200805,KLM Royal Dutch Airlines,KL,Europe,International,A,11297,2008,May
200805,KLM Royal Dutch Airlines,KL,Europe,International,A,12418,2008,May
200805,Korean Air Lines,KE,Asia,International,A,4112,2008,May
200805,Korean Air Lines,KE,Asia,International,A,4218,2008,May
200805,Lufthansa German Airlines,LH,Europe,International,G,17160,2008,May
200805,Lufthansa German Airlines,LH,Europe,International,G,18244,2008,May
200805,Mexicana Airlines,MX,Mexico,International,G,7900,2008,May
200805,Mexicana Airlines,MX,Mexico,International,G,8159,2008,May
200805,Miami Air International,GL,US,International,A,86,2008,May
200805,Midwest Airlines,YX,US,Terminal 3,E,5191,2008,May
200805,Midwest Airlines,YX,US,Terminal 3,E,4763,2008,May
200805,Northwest Airlines,NW,US,Terminal 1,C,58923,2008,May
200805,Northwest Airlines,NW,US,Terminal 1,C,58707,2008,May
200805,Northwest Airlines,NW,Asia,International,A,6906,2008,May
200805,Northwest Airlines,NW,Asia,International,A,7044,2008,May
200805,Philippine Airlines,PR,Asia,International,A,13333,2008,May
200805,Philippine Airlines,PR,Asia,International,A,12923,2008,May
200805,Qantas Airways,QF,Australia / Oceania,International,A,5717,2008,May
200805,Qantas Airways,QF,Australia / Oceania,International,A,4797,2008,May
200805,Singapore Airlines,SQ,Asia,International,G,15910,2008,May
200805,Singapore Airlines,SQ,Asia,International,G,17087,2008,May
200805,SkyWest Airlines,OO,US,Terminal 1,C,7688,2008,May
200805,SkyWest Airlines,OO,US,Terminal 1,C,7933,2008,May
200805,SkyWest Airlines,OO,US,Terminal 3,F,80805,2008,May
200805,SkyWest Airlines,OO,US,Terminal 3,F,80380,2008,May
200805,SkyWest Airlines,OO,Canada,Terminal 3,F,8016,2008,May
200805,SkyWest Airlines,OO,Canada,Terminal 3,F,8806,2008,May
200805,Southwest Airlines,WN,US,Terminal 1,B,94311,2008,May
200805,Southwest Airlines,WN,US,Terminal 1,B,92451,2008,May
200805,Southwest Airlines,WN,US,Terminal 1,B,5,2008,May
200805,Sun Country Airlines,SY,US,Terminal 1,B,2857,2008,May
200805,Sun Country Airlines,SY,US,Terminal 1,B,2921,2008,May
200805,TACA,TA,Central America,International,A,2542,2008,May
200805,TACA,TA,Central America,International,A,2620,2008,May
200805,US Airways,US ,US,Terminal 1,B,73721,2008,May
200805,US Airways,US ,US,Terminal 1,B,74763,2008,May
200805,United Airlines,UA,US,Terminal 1,B,57842,2008,May
200805,United Airlines,UA,US,Terminal 1,B,57255,2008,May
200805,United Airlines - Pre 07/01/2013,UA,US,International,G,7388,2008,May
200805,United Airlines - Pre 07/01/2013,UA,US,International,G,822,2008,May
200805,United Airlines - Pre 07/01/2013,UA,US,Terminal 3,E,26322,2008,May
200805,United Airlines - Pre 07/01/2013,UA,US,Terminal 3,E,25164,2008,May
200805,United Airlines - Pre 07/01/2013,UA,US,Terminal 3,E,326,2008,May
200805,United Airlines - Pre 07/01/2013,UA,US,Terminal 3,F,50841,2008,May
200805,United Airlines - Pre 07/01/2013,UA,US,Terminal 3,F,371893,2008,May
200805,United Airlines - Pre 07/01/2013,UA,US,Terminal 3,F,48750,2008,May
200805,United Airlines - Pre 07/01/2013,UA,US,Terminal 3,F,384334,2008,May
200805,United Airlines - Pre 07/01/2013,UA,US,Terminal 3,F,5553,2008,May
200805,United Airlines - Pre 07/01/2013,UA,Asia,International,G,72961,2008,May
200805,United Airlines - Pre 07/01/2013,UA,Asia,International,G,74469,2008,May
200805,United Airlines - Pre 07/01/2013,UA,Asia,International,G,3150,2008,May
201103,US Airways,US ,US,Terminal 1,B,61874,2011,March
200805,United Airlines - Pre 07/01/2013,UA,Australia / Oceania,International,G,5768,2008,May
200805,United Airlines - Pre 07/01/2013,UA,Australia / Oceania,International,G,4791,2008,May
200805,United Airlines - Pre 07/01/2013,UA,Australia / Oceania,International,G,426,2008,May
200805,United Airlines - Pre 07/01/2013,UA,Canada,Terminal 3,F,13663,2008,May
200805,United Airlines - Pre 07/01/2013,UA,Canada,Terminal 3,F,16302,2008,May
200805,United Airlines - Pre 07/01/2013,UA,Europe,International,G,31799,2008,May
200805,United Airlines - Pre 07/01/2013,UA,Europe,International,G,34855,2008,May
200805,United Airlines - Pre 07/01/2013,UA,Europe,International,G,522,2008,May
200805,United Airlines - Pre 07/01/2013,UA,Mexico,International,G,8790,2008,May
200805,United Airlines - Pre 07/01/2013,UA,Mexico,International,G,9227,2008,May
200805,United Airlines - Pre 07/01/2013,UA,Mexico,International,G,248,2008,May
200805,Virgin America,VX,US,International,A,83038,2008,May
200805,Virgin America,VX,US,International,A,84208,2008,May
200805,Virgin Atlantic,VS,Europe,International,A,8615,2008,May
200805,Virgin Atlantic,VS,Europe,International,A,10108,2008,May
200806,Aer Lingus,EI,Europe,International,A,5745,2008,June
200806,Aer Lingus,EI,Europe,International,A,6251,2008,June
200806,Air Canada ,AC,Canada,Terminal 3,E,26446,2008,June
200806,Air Canada ,AC,Canada,Terminal 3,E,26682,2008,June
200806,Air China,CA,Asia,International,G,6812,2008,June
200806,Air China,CA,Asia,International,G,6517,2008,June
200806,Air France,AF,Europe,International,A,12334,2008,June
200806,Air France,AF,Europe,International,A,12358,2008,June
200806,Air New Zealand,NZ,Australia / Oceania,International,G,8200,2008,June
200806,Air New Zealand,NZ,Australia / Oceania,International,G,7570,2008,June
200806,AirTran Airways,FL,US,Terminal 1,B,18526,2008,June
200806,AirTran Airways,FL,US,Terminal 1,B,18708,2008,June
200806,Alaska Airlines,AS,US,Terminal 1,B,43276,2008,June
200806,Alaska Airlines,AS,US,Terminal 1,B,45350,2008,June
200806,Alaska Airlines,AS,US,Terminal 1,B,2554,2008,June
200806,Alaska Airlines,AS,Canada,Terminal 1,B,8058,2008,June
201107,Mesa Airlines,YV,US,Terminal 1,B,5306,2011,July
200806,Alaska Airlines,AS,Canada,Terminal 1,B,7473,2008,June
200806,Alaska Airlines,AS,Canada,Terminal 1,B,160,2008,June
200806,Alaska Airlines,AS,Mexico,International,A,8350,2008,June
200806,Alaska Airlines,AS,Mexico,International,A,10116,2008,June
200806,Alaska Airlines,AS,Mexico,International,A,992,2008,June
200806,All Nippon Airways,NH,Asia,International,G,6476,2008,June
200806,All Nippon Airways,NH,Asia,International,G,6965,2008,June
200806,Allegiant Air,G4,US,Terminal 1,B,1514,2008,June
200806,Allegiant Air,G4,US,Terminal 1,B,1472,2008,June
200806,American Airlines,AA,US,Terminal 3,E,153472,2008,June
200806,American Airlines,AA,US,Terminal 3,E,153721,2008,June
200806,American Eagle Airlines,MQ,US,Terminal 3,E,3749,2008,June
200806,American Eagle Airlines,MQ,US,Terminal 3,E,3730,2008,June
200806,Asiana Airlines,OZ,Asia,International,A,4788,2008,June
200806,Asiana Airlines,OZ,Asia,International,A,4765,2008,June
200806,British Airways,BA,Europe,International,A,19260,2008,June
200806,British Airways,BA,Europe,International,A,19147,2008,June
200806,Cathay Pacific,CX,Asia,International,A,19672,2008,June
200806,Cathay Pacific,CX,Asia,International,A,22060,2008,June
200806,China Airlines,CI,Asia,International,A,11206,2008,June
200806,China Airlines,CI,Asia,International,A,11268,2008,June
200806,Delta Air Lines,DL,US,Terminal 1,C,78437,2008,June
200806,Delta Air Lines,DL,US,Terminal 1,C,79194,2008,June
200806,EVA Airways,BR,Asia,International,G,12267,2008,June
200806,EVA Airways,BR,Asia,International,G,13542,2008,June
200806,ExpressJet Airlines,XE,US,Terminal 1,C,6140,2008,June
200806,ExpressJet Airlines,XE,US,Terminal 1,C,6201,2008,June
200806,Frontier Airlines,F9,US,Terminal 1,C,18750,2008,June
200806,Frontier Airlines,F9,US,Terminal 1,C,19611,2008,June
200806,Hawaiian Airlines,HA,US,Terminal 1,C,6619,2008,June
200806,Hawaiian Airlines,HA,US,Terminal 1,C,6740,2008,June
200806,Horizon Air ,QX,US,Terminal 1,B,5144,2008,June
200806,Horizon Air ,QX,US,Terminal 1,B,5280,2008,June
200806,Japan Airlines,JL,Asia,International,A,8299,2008,June
200806,Japan Airlines,JL,Asia,International,A,9440,2008,June
200806,Jet Airways,9W,Asia,International,A,2121,2008,June
200806,Jet Airways,9W,Asia,International,A,3564,2008,June
200806,JetBlue Airways ,B6,US,International,A,24304,2008,June
200806,JetBlue Airways ,B6,US,International,A,24092,2008,June
200806,KLM Royal Dutch Airlines,KL,Europe,International,A,12650,2008,June
200806,KLM Royal Dutch Airlines,KL,Europe,International,A,12033,2008,June
200806,Korean Air Lines,KE,Asia,International,A,4112,2008,June
200806,Korean Air Lines,KE,Asia,International,A,4218,2008,June
200806,Lufthansa German Airlines,LH,Europe,International,G,17888,2008,June
200806,Lufthansa German Airlines,LH,Europe,International,G,18482,2008,June
200806,Mexicana Airlines,MX,Mexico,International,G,7464,2008,June
200806,Mexicana Airlines,MX,Mexico,International,G,8983,2008,June
200806,Midwest Airlines,YX,US,Terminal 3,E,7152,2008,June
200806,Midwest Airlines,YX,US,Terminal 3,E,7335,2008,June
200806,Northwest Airlines,NW,US,Terminal 1,C,65260,2008,June
200806,Northwest Airlines,NW,US,Terminal 1,C,64943,2008,June
200806,Northwest Airlines,NW,Asia,International,A,6536,2008,June
200806,Northwest Airlines,NW,Asia,International,A,6822,2008,June
200806,Philippine Airlines,PR,Asia,International,A,11368,2008,June
200806,Philippine Airlines,PR,Asia,International,A,13034,2008,June
200806,Qantas Airways,QF,Australia / Oceania,International,A,6145,2008,June
200806,Qantas Airways,QF,Australia / Oceania,International,A,5278,2008,June
200806,Singapore Airlines,SQ,Asia,International,G,15243,2008,June
200806,Singapore Airlines,SQ,Asia,International,G,18171,2008,June
200806,SkyWest Airlines,OO,US,Terminal 1,C,7851,2008,June
200806,SkyWest Airlines,OO,US,Terminal 1,C,7948,2008,June
200806,SkyWest Airlines,OO,US,Terminal 3,F,82378,2008,June
200806,SkyWest Airlines,OO,US,Terminal 3,F,83479,2008,June
200806,SkyWest Airlines,OO,Canada,International,G,1217,2008,June
200806,SkyWest Airlines,OO,Canada,Terminal 3,F,7420,2008,June
200806,SkyWest Airlines,OO,Canada,Terminal 3,F,9551,2008,June
200806,Southwest Airlines,WN,US,Terminal 1,B,97016,2008,June
200806,Southwest Airlines,WN,US,Terminal 1,B,96196,2008,June
200806,Southwest Airlines,WN,US,Terminal 1,B,10,2008,June
200806,Sun Country Airlines,SY,US,Terminal 1,B,3978,2008,June
200806,Sun Country Airlines,SY,US,Terminal 1,B,4020,2008,June
200806,TACA,TA,Central America,International,A,3392,2008,June
200806,TACA,TA,Central America,International,A,4102,2008,June
200806,US Airways,US ,US,Terminal 1,B,72065,2008,June
200806,US Airways,US ,US,Terminal 1,B,73025,2008,June
200806,United Airlines,UA,US,Terminal 1,B,65182,2008,June
200806,United Airlines,UA,US,Terminal 1,B,66115,2008,June
200806,United Airlines - Pre 07/01/2013,UA,US,International,G,9128,2008,June
200806,United Airlines - Pre 07/01/2013,UA,US,International,G,1502,2008,June
200806,United Airlines - Pre 07/01/2013,UA,US,Terminal 3,E,22286,2008,June
200806,United Airlines - Pre 07/01/2013,UA,US,Terminal 3,E,23001,2008,June
200806,United Airlines - Pre 07/01/2013,UA,US,Terminal 3,E,261,2008,June
200806,United Airlines - Pre 07/01/2013,UA,US,Terminal 3,F,49511,2008,June
200806,United Airlines - Pre 07/01/2013,UA,US,Terminal 3,F,374046,2008,June
200806,United Airlines - Pre 07/01/2013,UA,US,Terminal 3,F,49921,2008,June
200806,United Airlines - Pre 07/01/2013,UA,US,Terminal 3,F,387105,2008,June
200806,United Airlines - Pre 07/01/2013,UA,US,Terminal 3,F,4960,2008,June
200806,United Airlines - Pre 07/01/2013,UA,Asia,International,G,74987,2008,June
200806,United Airlines - Pre 07/01/2013,UA,Asia,International,G,76348,2008,June
200806,United Airlines - Pre 07/01/2013,UA,Asia,International,G,2759,2008,June
200806,United Airlines - Pre 07/01/2013,UA,Australia / Oceania,International,G,6420,2008,June
200806,United Airlines - Pre 07/01/2013,UA,Australia / Oceania,International,G,5600,2008,June
200806,United Airlines - Pre 07/01/2013,UA,Australia / Oceania,International,G,564,2008,June
200806,United Airlines - Pre 07/01/2013,UA,Canada,Terminal 3,F,13153,2008,June
200806,United Airlines - Pre 07/01/2013,UA,Canada,Terminal 3,F,15767,2008,June
201110,Mesa Airlines,YV,US,Terminal 1,B,4346,2011,October
200806,United Airlines - Pre 07/01/2013,UA,Canada,Terminal 3,F,126,2008,June
200806,United Airlines - Pre 07/01/2013,UA,Europe,International,G,32872,2008,June
200806,United Airlines - Pre 07/01/2013,UA,Europe,International,G,34675,2008,June
200806,United Airlines - Pre 07/01/2013,UA,Europe,International,G,248,2008,June
200806,United Airlines - Pre 07/01/2013,UA,Mexico,International,G,11890,2008,June
200806,United Airlines - Pre 07/01/2013,UA,Mexico,International,G,12938,2008,June
200806,United Airlines - Pre 07/01/2013,UA,Mexico,International,G,143,2008,June
200806,Virgin America,VX,US,International,A,84592,2008,June
200806,Virgin America,VX,US,International,A,85990,2008,June
200806,Virgin Atlantic,VS,Europe,International,A,9473,2008,June
200806,Virgin Atlantic,VS,Europe,International,A,9935,2008,June
200807,Aer Lingus,EI,Europe,International,A,6263,2008,July
200807,Aer Lingus,EI,Europe,International,A,5305,2008,July
200807,Air Canada ,AC,Canada,Terminal 3,E,36389,2008,July
200807,Air Canada ,AC,Canada,Terminal 3,E,28294,2008,July
200807,Air China,CA,Asia,International,G,6789,2008,July
200807,Air China,CA,Asia,International,G,5343,2008,July
200807,Air France,AF,Europe,International,A,13250,2008,July
200807,Air France,AF,Europe,International,A,12828,2008,July
200807,Air New Zealand,NZ,Australia / Oceania,International,G,7279,2008,July
200807,Air New Zealand,NZ,Australia / Oceania,International,G,7633,2008,July
200807,AirTran Airways,FL,US,Terminal 1,B,23650,2008,July
200807,AirTran Airways,FL,US,Terminal 1,B,22661,2008,July
200807,Alaska Airlines,AS,US,Terminal 1,B,48698,2008,July
200807,Alaska Airlines,AS,US,Terminal 1,B,49424,2008,July
200807,Alaska Airlines,AS,US,Terminal 1,B,5960,2008,July
200807,Alaska Airlines,AS,Canada,Terminal 1,B,5933,2008,July
200807,Alaska Airlines,AS,Canada,Terminal 1,B,6650,2008,July
200807,Alaska Airlines,AS,Canada,Terminal 1,B,189,2008,July
200807,Alaska Airlines,AS,Mexico,International,A,7947,2008,July
200807,Alaska Airlines,AS,Mexico,International,A,7592,2008,July
200807,Alaska Airlines,AS,Mexico,International,A,950,2008,July
200807,All Nippon Airways,NH,Asia,International,G,6625,2008,July
200807,All Nippon Airways,NH,Asia,International,G,6085,2008,July
200807,Allegiant Air,G4,US,Terminal 1,B,1882,2008,July
200807,Allegiant Air,G4,US,Terminal 1,B,1869,2008,July
200807,American Airlines,AA,US,Terminal 3,E,157154,2008,July
200807,American Airlines,AA,US,Terminal 3,E,150364,2008,July
200807,American Eagle Airlines,MQ,US,Terminal 3,E,4100,2008,July
200807,American Eagle Airlines,MQ,US,Terminal 3,E,3676,2008,July
200807,Ameriflight,A8,US,Other,Other,1,2008,July
200807,Asiana Airlines,OZ,Asia,International,A,5090,2008,July
200807,Asiana Airlines,OZ,Asia,International,A,4037,2008,July
200807,BelAir Airlines,BBB,Europe,International,A,1065,2008,July
200807,BelAir Airlines,BBB,Europe,International,A,698,2008,July
200807,British Airways,BA,Europe,International,A,20516,2008,July
200807,British Airways,BA,Europe,International,A,19383,2008,July
200807,Cathay Pacific,CX,Asia,International,A,21602,2008,July
200807,Cathay Pacific,CX,Asia,International,A,19268,2008,July
200807,China Airlines,CI,Asia,International,A,11340,2008,July
200807,China Airlines,CI,Asia,International,A,10139,2008,July
200807,Delta Air Lines,DL,US,Terminal 1,C,85692,2008,July
200807,Delta Air Lines,DL,US,Terminal 1,C,83556,2008,July
200807,EVA Airways,BR,Asia,International,G,14390,2008,July
200807,EVA Airways,BR,Asia,International,G,12934,2008,July
200807,ExpressJet Airlines,XE,US,Terminal 1,C,6328,2008,July
200807,ExpressJet Airlines,XE,US,Terminal 1,C,6384,2008,July
200807,Frontier Airlines,F9,US,Terminal 1,C,20948,2008,July
200807,Frontier Airlines,F9,US,Terminal 1,C,19772,2008,July
200807,Hawaiian Airlines,HA,US,Terminal 1,C,6692,2008,July
200807,Hawaiian Airlines,HA,US,Terminal 1,C,6797,2008,July
200807,Horizon Air ,QX,US,Terminal 1,B,5277,2008,July
200807,Horizon Air ,QX,US,Terminal 1,B,5654,2008,July
200807,Japan Airlines,JL,Asia,International,A,9384,2008,July
200807,Japan Airlines,JL,Asia,International,A,8674,2008,July
200807,Jet Airways,9W,Asia,International,A,5638,2008,July
200807,Jet Airways,9W,Asia,International,A,5431,2008,July
200807,JetBlue Airways ,B6,US,International,A,23553,2008,July
200807,JetBlue Airways ,B6,US,International,A,22033,2008,July
200807,KLM Royal Dutch Airlines,KL,Europe,International,A,13439,2008,July
200807,KLM Royal Dutch Airlines,KL,Europe,International,A,11944,2008,July
200807,Korean Air Lines,KE,Asia,International,A,6799,2008,July
200807,Korean Air Lines,KE,Asia,International,A,6407,2008,July
200807,Lufthansa German Airlines,LH,Europe,International,G,19343,2008,July
200807,Lufthansa German Airlines,LH,Europe,International,G,18342,2008,July
200807,Mexicana Airlines,MX,Mexico,International,G,8249,2008,July
200807,Mexicana Airlines,MX,Mexico,International,G,7930,2008,July
200807,Miami Air International,GL,US,International,A,58,2008,July
200807,Miami Air International,GL,US,International,A,60,2008,July
200807,Midwest Airlines,YX,US,Terminal 3,E,7723,2008,July
200807,Midwest Airlines,YX,US,Terminal 3,E,7570,2008,July
200807,Northwest Airlines,NW,US,Terminal 1,C,70376,2008,July
200807,Northwest Airlines,NW,US,Terminal 1,C,67995,2008,July
200807,Northwest Airlines,NW,US,Terminal 1,C,598,2008,July
200807,Northwest Airlines,NW,Asia,International,A,6941,2008,July
200807,Northwest Airlines,NW,Asia,International,A,6575,2008,July
200807,Philippine Airlines,PR,Asia,International,A,12593,2008,July
200807,Philippine Airlines,PR,Asia,International,A,11089,2008,July
